Case ID,Activity,Complete Timestamp,Resource
Case793,Closed,2010-08-13 08:50:28+00:00,Value 5
Case794,Assign seriousness,2012-03-01 16:56:30+00:00,Value 9
Case794,Take in charge ticket,2012-03-07 08:32:42+00:00,Value 6
Case794,Resolve ticket,2012-03-07 09:15:49+00:00,Value 17
Case794,Closed,2012-04-03 16:00:28+00:00,Value 5
Case795,Assign seriousness,2012-03-12 08:18:06+00:00,Value 1
Case795,Take in charge ticket,2012-03-12 08:18:20+00:00,Value 1
Case795,Resolve ticket,2012-03-12 08:50:00+00:00,Value 1
Case795,Resolve ticket,2012-03-12 08:50:01+00:00,Value 1
Case795,Closed,2012-04-28 07:20:35+00:00,Value 5
Case796,Assign seriousness,2012-04-27 07:46:55+00:00,Value 1
Case796,Take in charge ticket,2012-04-27 07:47:43+00:00,Value 1
Case796,Wait,2012-05-08 15:36:24+00:00,Value 1
Case796,Resolve ticket,2012-05-10 13:13:39+00:00,Value 1
Case796,Closed,2012-05-31 14:30:16+00:00,Value 5
Case797,Assign seriousness,2011-05-31 13:34:43+00:00,Value 2
Case797,Take in charge ticket,2011-06-07 12:34:53+00:00,Value 10
Case797,Resolve ticket,2011-06-07 13:24:45+00:00,Value 9
Case797,Closed,2011-07-23 13:40:57+00:00,Value 5
Case798,Assign seriousness,2010-08-10 07:33:33+00:00,Value 12
Case798,Assign seriousness,2010-08-17 15:38:22+00:00,Value 10
Case798,Assign seriousness,2010-09-03 13:22:20+00:00,Value 2
Case798,Take in charge ticket,2010-09-03 14:01:16+00:00,Value 7
Case798,Wait,2010-09-03 14:01:42+00:00,Value 7
Case798,Take in charge ticket,2010-09-13 10:24:06+00:00,Value 5
Case798,Wait,2010-09-13 10:24:11+00:00,Value 5
Case798,Take in charge ticket,2010-09-15 10:31:52+00:00,Value 7
Case798,Resolve ticket,2010-09-15 10:32:23+00:00,Value 7
Case798,Closed,2010-09-30 10:32:38+00:00,Value 5
Case799,Assign seriousness,2012-03-28 12:52:44+00:00,Value 2
Case799,Take in charge ticket,2012-03-28 13:12:39+00:00,Value 2
Case799,Wait,2012-04-13 07:24:41+00:00,Value 2
Case799,Resolve ticket,2012-04-30 07:20:58+00:00,Value 1
Case799,Closed,2012-05-15 07:21:13+00:00,Value 5
Case800,Assign seriousness,2010-03-15 08:06:20+00:00,Value 2
Case800,Take in charge ticket,2010-03-15 08:06:36+00:00,Value 2
Case800,Resolve ticket,2010-04-16 15:02:04+00:00,Value 2
Case800,Closed,2010-05-01 15:02:27+00:00,Value 5
Case801,Assign seriousness,2010-11-11 10:03:44+00:00,Value 7
Case801,Take in charge ticket,2010-11-11 10:05:19+00:00,Value 7
Case801,Resolve ticket,2010-11-11 10:05:27+00:00,Value 7
Case801,Closed,2010-12-14 10:10:30+00:00,Value 5
Case802,Assign seriousness,2011-03-07 09:09:57+00:00,Value 2
Case802,Take in charge ticket,2011-03-07 09:10:06+00:00,Value 2
Case802,Resolve ticket,2011-03-08 09:37:41+00:00,Value 2
Case802,Closed,2011-04-14 08:10:42+00:00,Value 5
Case803,Assign seriousness,2011-01-13 15:40:44+00:00,Value 8
Case803,Assign seriousness,2011-01-13 16:32:08+00:00,Value 2
Case803,Take in charge ticket,2011-01-13 16:32:18+00:00,Value 2
Case803,Resolve ticket,2011-01-13 16:32:32+00:00,Value 2
Case803,Closed,2011-02-15 15:50:23+00:00,Value 5
Case804,Assign seriousness,2010-03-29 13:52:58+00:00,Value 2
Case804,Assign seriousness,2010-03-29 13:54:54+00:00,Value 2
Case804,Assign seriousness,2010-05-12 16:10:13+00:00,Value 2
Case804,Assign seriousness,2010-05-12 16:10:17+00:00,Value 2
Case804,Take in charge ticket,2010-05-12 16:10:57+00:00,Value 2
Case804,Resolve ticket,2010-05-12 16:11:56+00:00,Value 2
Case804,Closed,2010-05-27 16:12:07+00:00,Value 5
Case805,Assign seriousness,2013-01-14 09:47:56+00:00,Value 13
Case805,Take in charge ticket,2013-01-17 09:06:53+00:00,Value 2
Case805,Wait,2013-01-17 09:28:46+00:00,Value 1
Case805,Resolve ticket,2013-02-04 16:33:23+00:00,Value 1
Case805,Closed,2013-02-19 16:33:46+00:00,Value 3
Case806,Assign seriousness,2012-02-27 11:50:44+00:00,Value 1
Case806,Take in charge ticket,2012-02-27 13:41:41+00:00,Value 6
Case806,Wait,2012-02-28 17:09:42+00:00,Value 12
Case806,Resolve ticket,2012-03-19 08:29:33+00:00,Value 12
Case806,Closed,2012-04-03 07:29:45+00:00,Value 5
Case807,Assign seriousness,2013-02-01 11:07:48+00:00,Value 1
Case807,Require upgrade,2013-02-19 08:46:03+00:00,Value 4
Case807,Resolve ticket,2013-02-19 10:33:21+00:00,Value 4
Case807,Closed,2013-03-06 10:33:27+00:00,Value 3
Case808,Insert ticket,2010-04-07 15:30:47+00:00,Value 12
Case808,Assign seriousness,2010-04-07 15:31:32+00:00,Value 12
Case808,Take in charge ticket,2010-04-07 15:37:17+00:00,Value 12
Case808,Resolve ticket,2010-04-09 15:16:50+00:00,Value 12
Case808,Closed,2010-05-14 15:40:25+00:00,Value 5
Case809,Assign seriousness,2013-11-19 10:17:43+00:00,Value 2
Case809,Take in charge ticket,2013-12-03 11:17:30+00:00,Value 9
Case809,Wait,2013-12-03 15:55:01+00:00,Value 9
Case809,Resolve ticket,2013-12-06 17:02:32+00:00,Value 9
Case809,Closed,2013-12-21 17:02:40+00:00,Value 3
Case810,Assign seriousness,2011-10-12 13:52:40+00:00,Value 1
Case810,Take in charge ticket,2011-10-13 09:31:47+00:00,Value 6
Case810,Resolve ticket,2011-10-13 12:49:59+00:00,Value 6
Case810,Closed,2011-11-27 15:00:19+00:00,Value 5
Case811,Assign seriousness,2012-07-27 13:04:28+00:00,Value 1
Case811,Resolve ticket,2012-07-27 13:05:46+00:00,Value 1
Case811,Resolve ticket,2012-07-27 13:05:46+00:00,Value 1
Case811,Closed,2012-09-05 13:10:22+00:00,Value 5
Case812,Assign seriousness,2011-04-27 12:32:47+00:00,Value 8
Case812,Take in charge ticket,2011-04-27 12:35:33+00:00,Value 8
Case812,Resolve ticket,2011-04-27 12:47:57+00:00,Value 8
Case812,Closed,2011-06-03 12:40:26+00:00,Value 5
Case813,Assign seriousness,2012-02-22 14:33:06+00:00,Value 1
Case813,Take in charge ticket,2012-02-22 14:33:15+00:00,Value 1
Case813,Resolve ticket,2012-02-24 14:42:24+00:00,Value 1
Case813,Closed,2012-03-24 14:41:59+00:00,Value 5
Case814,Assign seriousness,2010-04-22 07:26:21+00:00,Value 2
Case814,Take in charge ticket,2010-05-17 15:39:01+00:00,Value 2
Case814,Resolve ticket,2010-05-17 15:39:10+00:00,Value 2
Case814,Closed,2010-06-16 15:39:30+00:00,Value 5
Case815,Assign seriousness,2010-09-20 12:56:21+00:00,Value 7
Case815,Take in charge ticket,2010-09-22 15:27:25+00:00,Value 11
Case815,Resolve ticket,2010-09-22 15:27:30+00:00,Value 11
Case815,Closed,2010-11-03 14:00:20+00:00,Value 5
Case816,Assign seriousness,2011-09-23 08:17:21+00:00,Value 1
Case816,Take in charge ticket,2011-09-28 10:11:21+00:00,Value 13
Case816,Wait,2011-10-07 09:09:27+00:00,Value 13
Case816,Resolve ticket,2011-10-31 16:41:48+00:00,Value 2
Case816,Closed,2011-11-17 16:00:30+00:00,Value 5
Case817,Assign seriousness,2012-03-26 15:17:58+00:00,Value 1
Case817,Take in charge ticket,2012-03-27 08:41:06+00:00,Value 13
Case817,Wait,2012-03-27 08:42:51+00:00,Value 13
Case817,Take in charge ticket,2012-03-28 07:20:47+00:00,Value 13
Case817,Wait,2012-03-28 07:44:04+00:00,Value 13
Case817,Resolve ticket,2012-04-12 15:00:28+00:00,Value 13
Case817,Closed,2012-04-27 15:00:45+00:00,Value 5
Case818,Assign seriousness,2011-04-26 07:58:29+00:00,Value 8
Case818,Take in charge ticket,2011-04-26 08:23:14+00:00,Value 10
Case818,Resolve ticket,2011-04-26 08:30:12+00:00,Value 10
Case818,Closed,2011-06-03 08:00:31+00:00,Value 5
Case819,Assign seriousness,2012-06-08 08:10:29+00:00,Value 1
Case819,Take in charge ticket,2012-06-08 12:49:28+00:00,Value 2
Case819,Resolve ticket,2012-06-12 10:43:27+00:00,Value 2
Case819,Closed,2012-07-11 08:20:37+00:00,Value 5
Case820,Assign seriousness,2011-05-27 13:12:00+00:00,Value 8
Case820,Take in charge ticket,2011-06-10 14:05:35+00:00,Value 6
Case820,Resolve ticket,2011-06-14 12:52:51+00:00,Value 9
Case820,Closed,2011-06-29 12:53:13+00:00,Value 5
Case821,Assign seriousness,2012-11-14 16:58:19+00:00,Value 1
Case821,Take in charge ticket,2012-11-15 11:54:48+00:00,Value 13
Case821,Resolve ticket,2012-11-30 08:37:17+00:00,Value 12
Case821,Closed,2012-12-15 08:37:33+00:00,Value 3
Case822,Assign seriousness,2011-03-24 11:51:56+00:00,Value 13
Case822,Take in charge ticket,2011-03-24 11:52:11+00:00,Value 13
Case822,Resolve ticket,2011-03-24 14:01:26+00:00,Value 13
Case822,Closed,2011-04-26 11:00:50+00:00,Value 5
Case823,Assign seriousness,2011-07-26 12:17:01+00:00,Value 9
Case823,Take in charge ticket,2011-07-26 13:57:22+00:00,Value 9
Case823,Wait,2011-07-26 15:09:40+00:00,Value 9
Case823,Resolve ticket,2011-08-11 10:30:07+00:00,Value 9
Case823,Closed,2011-08-26 10:30:17+00:00,Value 5
Case824,Assign seriousness,2013-02-21 10:33:01+00:00,Value 1
Case824,Take in charge ticket,2013-03-11 08:11:19+00:00,Value 2
Case824,Resolve ticket,2013-03-11 08:24:08+00:00,Value 9
Case824,Closed,2013-03-26 08:24:20+00:00,Value 3
Case825,Assign seriousness,2013-03-01 15:52:47+00:00,Value 1
Case825,Take in charge ticket,2013-03-25 09:26:48+00:00,Value 2
Case825,Resolve ticket,2013-03-27 11:29:49+00:00,Value 4
Case825,Closed,2013-04-11 10:30:04+00:00,Value 3
Case826,Assign seriousness,2013-05-31 08:54:38+00:00,Value 14
Case826,Take in charge ticket,2013-06-14 15:09:56+00:00,Value 4
Case826,Wait,2013-06-17 07:09:53+00:00,Value 9
Case826,Resolve ticket,2013-06-26 08:28:05+00:00,Value 9
Case826,Closed,2013-07-11 08:28:16+00:00,Value 3
Case827,Assign seriousness,2011-11-14 10:49:02+00:00,Value 1
Case827,Take in charge ticket,2011-11-16 13:34:14+00:00,Value 9
Case827,Wait,2011-11-16 13:37:12+00:00,Value 9
Case827,Resolve ticket,2011-11-18 09:10:41+00:00,Value 9
Case827,Closed,2011-12-16 16:31:47+00:00,Value 5
Case828,Assign seriousness,2011-04-08 08:15:32+00:00,Value 8
Case828,Take in charge ticket,2011-04-08 14:50:49+00:00,Value 8
Case828,Resolve ticket,2011-04-08 14:54:52+00:00,Value 8
Case828,Take in charge ticket,2011-04-20 12:58:47+00:00,Value 2
Case828,Resolve ticket,2011-04-26 10:24:52+00:00,Value 21
Case828,Closed,2011-05-11 10:25:06+00:00,Value 5
Case829,Assign seriousness,2012-07-31 14:35:02+00:00,Value 1
Case829,Take in charge ticket,2012-07-31 15:24:57+00:00,Value 13
Case829,Resolve ticket,2012-08-02 12:08:43+00:00,Value 13
Case829,Closed,2012-09-07 14:41:50+00:00,Value 5
Case830,Assign seriousness,2010-09-07 09:09:52+00:00,Value 7
Case830,Assign seriousness,2010-09-07 09:10:08+00:00,Value 7
Case830,Take in charge ticket,2010-09-08 16:17:13+00:00,Value 12
Case830,Resolve ticket,2010-09-08 16:21:08+00:00,Value 12
Case830,Closed,2010-10-21 09:10:20+00:00,Value 5
Case831,Assign seriousness,2013-06-18 16:09:06+00:00,Value 14
Case831,Take in charge ticket,2013-06-19 15:18:47+00:00,Value 9
Case831,Wait,2013-06-25 12:23:10+00:00,Value 9
Case831,Resolve ticket,2013-07-09 13:27:03+00:00,Value 9
Case831,Closed,2013-07-24 13:27:18+00:00,Value 3
Case832,Assign seriousness,2011-02-16 16:50:33+00:00,Value 13
Case832,Take in charge ticket,2011-02-16 16:50:49+00:00,Value 13
Case832,Resolve ticket,2011-02-16 16:51:44+00:00,Value 13
Case832,Closed,2011-04-16 16:00:34+00:00,Value 5
Case833,Insert ticket,2010-09-15 07:20:34+00:00,Value 14
Case833,Assign seriousness,2010-09-15 07:21:23+00:00,Value 14
Case833,Take in charge ticket,2010-09-15 07:21:35+00:00,Value 14
Case833,Resolve ticket,2010-09-15 07:21:55+00:00,Value 14
Case833,Closed,2010-10-29 07:30:37+00:00,Value 5
Case834,Assign seriousness,2012-01-13 08:20:49+00:00,Value 1
Case834,Assign seriousness,2012-01-13 08:35:41+00:00,Value 1
Case834,Take in charge ticket,2012-01-13 08:39:33+00:00,Value 16
Case834,Resolve ticket,2012-01-16 09:09:34+00:00,Value 16
Case834,Closed,2012-03-12 08:30:55+00:00,Value 5
Case835,Assign seriousness,2011-01-05 10:39:43+00:00,Value 8
Case835,Assign seriousness,2011-01-10 15:17:11+00:00,Value 2
Case835,Take in charge ticket,2011-01-10 15:17:17+00:00,Value 2
Case835,Resolve ticket,2011-01-21 09:34:44+00:00,Value 14
Case835,Closed,2011-02-05 09:34:55+00:00,Value 5
Case836,Assign seriousness,2012-02-08 13:07:57+00:00,Value 4
Case836,Take in charge ticket,2012-02-15 16:43:00+00:00,Value 2
Case836,Create SW anomaly,2012-02-16 10:41:39+00:00,Value 2
Case836,Resolve SW anomaly,2012-02-16 10:41:50+00:00,Value 2
Case836,Resolve SW anomaly,2012-02-17 08:25:51+00:00,Value 9
Case836,Resolve ticket,2012-03-09 10:39:17+00:00,Value 9
Case836,Closed,2012-03-24 12:00:22+00:00,Value 5
Case837,Assign seriousness,2010-11-24 09:11:36+00:00,Value 2
Case837,Take in charge ticket,2010-11-24 09:12:33+00:00,Value 2
Case837,Resolve ticket,2010-11-24 09:13:41+00:00,Value 2
Case837,Closed,2011-01-12 09:20:27+00:00,Value 5
Case838,Assign seriousness,2010-06-22 07:45:21+00:00,Value 6
Case838,Take in charge ticket,2010-06-22 07:54:46+00:00,Value 2
Case838,Resolve ticket,2010-07-30 09:30:47+00:00,Value 2
Case838,Closed,2010-08-14 09:30:58+00:00,Value 5
Case839,Take in charge ticket,2013-05-17 07:16:39+00:00,Value 1
Case839,Wait,2013-05-24 15:06:33+00:00,Value 1
Case839,Resolve ticket,2013-06-03 08:12:02+00:00,Value 1
Case839,Closed,2013-06-18 08:12:18+00:00,Value 3
Case840,Assign seriousness,2012-04-26 09:28:36+00:00,Value 1
Case840,Take in charge ticket,2012-04-27 08:00:29+00:00,Value 13
Case840,Resolve ticket,2012-05-09 15:39:26+00:00,Value 13
Case840,Closed,2012-05-29 09:30:27+00:00,Value 5
Case841,Assign seriousness,2013-04-03 09:02:16+00:00,Value 1
Case841,Take in charge ticket,2013-04-26 09:30:53+00:00,Value 9
Case841,Resolve ticket,2013-04-26 09:33:04+00:00,Value 9
Case841,Closed,2013-05-11 09:33:21+00:00,Value 3
Case842,Assign seriousness,2011-02-21 08:53:58+00:00,Value 13
Case842,Take in charge ticket,2011-02-21 08:54:17+00:00,Value 13
Case842,Resolve ticket,2011-02-21 09:00:43+00:00,Value 2
Case842,Closed,2011-04-03 07:09:10+00:00,Value 5
Case843,Assign seriousness,2011-02-22 09:01:50+00:00,Value 13
Case843,Take in charge ticket,2011-02-22 09:02:12+00:00,Value 13
Case843,Resolve ticket,2011-03-01 08:59:57+00:00,Value 2
Case843,Closed,2011-04-18 07:05:51+00:00,Value 5
Case844,Assign seriousness,2012-01-04 09:25:07+00:00,Value 1
Case844,Take in charge ticket,2012-01-04 09:39:58+00:00,Value 9
Case844,Resolve ticket,2012-01-04 14:06:09+00:00,Value 9
Case844,Closed,2012-02-11 09:30:24+00:00,Value 5
Case845,Assign seriousness,2013-04-22 15:34:28+00:00,Value 1
Case845,Take in charge ticket,2013-04-30 07:14:40+00:00,Value 1
Case845,Wait,2013-04-30 14:25:44+00:00,Value 1
Case845,Resolve ticket,2013-05-16 14:28:24+00:00,Value 2
Case845,Closed,2013-05-31 14:28:43+00:00,Value 3
Case846,Insert ticket,2010-03-08 11:52:47+00:00,Value 15
Case846,Assign seriousness,2010-03-08 11:56:49+00:00,Value 2
Case846,Take in charge ticket,2010-03-15 10:17:38+00:00,Value 15
Case846,Resolve ticket,2010-03-15 10:21:22+00:00,Value 15
Case846,Closed,2010-04-21 11:00:30+00:00,Value 5
Case847,Assign seriousness,2011-08-01 10:24:31+00:00,Value 2
Case847,Take in charge ticket,2011-08-03 09:14:36+00:00,Value 13
Case847,Resolve ticket,2011-08-03 15:44:29+00:00,Value 2
Case847,Closed,2011-09-01 10:30:29+00:00,Value 5
Case848,Assign seriousness,2011-03-31 14:36:11+00:00,Value 8
Case848,Take in charge ticket,2011-03-31 14:46:00+00:00,Value 8
Case848,Resolve ticket,2011-04-13 13:51:51+00:00,Value 9
Case848,Closed,2011-05-03 14:40:21+00:00,Value 5
Case849,Assign seriousness,2013-04-23 10:11:02+00:00,Value 1
Case849,Take in charge ticket,2013-05-09 08:47:53+00:00,Value 2
Case849,Resolve ticket,2013-05-09 14:49:38+00:00,Value 2
Case849,Closed,2013-05-24 14:49:51+00:00,Value 3
Case850,Take in charge ticket,2011-12-21 10:30:57+00:00,Value 1
Case850,Resolve ticket,2011-12-27 11:40:28+00:00,Value 13
Case850,Closed,2012-02-05 10:41:06+00:00,Value 5
Case851,Assign seriousness,2010-12-03 14:03:28+00:00,Value 14
Case851,Take in charge ticket,2010-12-06 08:19:24+00:00,Value 2
Case851,Resolve ticket,2010-12-10 09:43:17+00:00,Value 2
Case851,Closed,2011-01-19 14:10:24+00:00,Value 5
Case852,Assign seriousness,2010-10-26 14:50:16+00:00,Value 7
Case852,Take in charge ticket,2010-10-26 14:50:38+00:00,Value 7
Case852,Resolve ticket,2010-10-26 14:51:09+00:00,Value 7
Case852,Closed,2010-11-27 16:00:18+00:00,Value 5
Case853,Assign seriousness,2012-05-07 08:53:48+00:00,Value 13
Case853,Take in charge ticket,2012-05-07 08:54:02+00:00,Value 13
Case853,Resolve ticket,2012-05-07 10:19:00+00:00,Value 13
Case853,Closed,2012-06-20 09:00:23+00:00,Value 5
Case854,Assign seriousness,2011-05-24 15:54:51+00:00,Value 2
Case854,Take in charge ticket,2011-05-24 15:55:16+00:00,Value 2
Case854,Resolve ticket,2011-05-24 15:57:32+00:00,Value 2
Case854,Closed,2011-07-01 16:00:48+00:00,Value 5
Case855,Assign seriousness,2011-09-09 08:08:04+00:00,Value 6
Case855,Take in charge ticket,2011-09-26 13:42:33+00:00,Value 9
Case855,Resolve ticket,2011-09-27 09:37:32+00:00,Value 9
Case855,Closed,2011-10-12 09:37:44+00:00,Value 5
Case856,Assign seriousness,2013-09-04 15:52:10+00:00,Value 18
Case856,Take in charge ticket,2013-09-09 07:47:54+00:00,Value 2
Case856,Wait,2013-09-10 08:44:04+00:00,Value 2
Case856,Resolve ticket,2013-09-20 08:11:18+00:00,Value 2
Case856,Closed,2013-10-05 08:11:28+00:00,Value 3
Case857,Assign seriousness,2012-05-14 12:54:35+00:00,Value 9
Case857,Take in charge ticket,2012-05-14 13:05:09+00:00,Value 9
Case857,Wait,2012-05-21 14:47:00+00:00,Value 9
Case857,Resolve ticket,2012-05-22 07:11:30+00:00,Value 9
Case857,Closed,2012-06-14 14:30:17+00:00,Value 5
Case858,Assign seriousness,2010-05-26 07:25:32+00:00,Value 2
Case858,Take in charge ticket,2010-05-26 07:25:49+00:00,Value 2
Case858,Resolve ticket,2010-05-26 08:36:58+00:00,Value 2
Case858,Closed,2010-07-10 07:30:25+00:00,Value 5
Case859,Assign seriousness,2012-04-19 10:51:11+00:00,Value 1
Case859,Take in charge ticket,2012-04-23 07:37:41+00:00,Value 13
Case859,Resolve ticket,2012-04-23 14:32:42+00:00,Value 13
Case859,Closed,2012-05-22 11:00:37+00:00,Value 5
Case860,Assign seriousness,2011-10-26 10:40:48+00:00,Value 4
Case860,Take in charge ticket,2011-10-26 12:14:20+00:00,Value 6
Case860,Resolve ticket,2011-11-08 09:01:20+00:00,Value 6
Case860,Closed,2011-12-24 11:50:59+00:00,Value 5
Case861,Assign seriousness,2011-01-13 17:03:47+00:00,Value 8
Case861,Assign seriousness,2011-01-28 17:43:23+00:00,Value 2
Case861,Take in charge ticket,2011-01-28 17:43:29+00:00,Value 2
Case861,Take in charge ticket,2011-02-04 16:50:59+00:00,Value 9
Case861,Resolve ticket,2011-02-04 16:52:44+00:00,Value 9
Case861,Closed,2011-02-19 16:52:57+00:00,Value 5
Case862,Assign seriousness,2010-04-12 07:51:54+00:00,Value 2
Case862,Take in charge ticket,2010-05-04 09:14:26+00:00,Value 16
Case862,Resolve ticket,2010-05-04 09:28:55+00:00,Value 16
Case862,Closed,2010-05-19 09:29:09+00:00,Value 5
Case863,Assign seriousness,2011-10-14 12:26:39+00:00,Value 1
Case863,Take in charge ticket,2011-10-17 07:08:06+00:00,Value 6
Case863,Resolve ticket,2011-10-17 12:08:53+00:00,Value 6
Case863,Closed,2011-12-12 13:30:47+00:00,Value 5
Case864,Assign seriousness,2010-02-10 08:52:42+00:00,Value 2
Case864,Take in charge ticket,2010-02-22 09:06:59+00:00,Value 2
Case864,Wait,2010-02-22 09:43:38+00:00,Value 2
Case864,Take in charge ticket,2010-03-10 08:17:55+00:00,Value 2
Case864,Resolve ticket,2010-03-10 08:18:00+00:00,Value 2
Case864,Closed,2010-04-09 07:18:19+00:00,Value 5
Case865,Assign seriousness,2011-01-11 14:41:04+00:00,Value 8
Case865,Take in charge ticket,2011-01-13 13:42:36+00:00,Value 2
Case865,Resolve ticket,2011-01-13 13:44:09+00:00,Value 2
Case865,Closed,2011-02-11 14:50:25+00:00,Value 5
Case866,Assign seriousness,2012-01-17 16:04:58+00:00,Value 1
Case866,Take in charge ticket,2012-01-18 13:40:33+00:00,Value 9
Case866,Resolve ticket,2012-01-26 16:15:21+00:00,Value 9
Case866,Closed,2012-02-17 16:10:26+00:00,Value 5
Case867,Assign seriousness,2011-10-04 08:52:18+00:00,Value 1
Case867,Assign seriousness,2011-10-04 09:17:26+00:00,Value 1
Case867,Take in charge ticket,2011-10-04 10:13:00+00:00,Value 16
Case867,Resolve ticket,2011-10-04 10:37:28+00:00,Value 16
Case867,Closed,2011-11-17 10:01:10+00:00,Value 5
Case868,Assign seriousness,2013-10-18 15:40:31+00:00,Value 14
Case868,Take in charge ticket,2013-10-18 15:40:50+00:00,Value 14
Case868,Create SW anomaly,2013-10-18 15:47:30+00:00,Value 14
Case868,Resolve ticket,2013-11-06 09:36:08+00:00,Value 2
Case868,Closed,2013-11-21 09:36:26+00:00,Value 3
Case869,Assign seriousness,2011-02-04 11:43:37+00:00,Value 8
Case869,Take in charge ticket,2011-02-04 15:33:31+00:00,Value 13
Case869,Resolve ticket,2011-02-09 09:23:02+00:00,Value 13
Case869,Closed,2011-03-09 11:50:28+00:00,Value 5
